Fund,Amc,Product,Aum,Returns 1 Yr,Returns 3 Yr,Returns 5 Yr,Returns 3 Months,Asset Class,Classification Name,Sharpe Ratio 1 Yr,Sharpe Ratio 3 Yr,Sortino 1 Yr,Sortino 3 Yr,Max Drawdown Perc 1yr,Max Drawdown Duration Days 1yr,Max Drawdown Duration Days 3yr,Max Drawdown Perc 3yr,Max Drawdown Time To Recovery Days 1yr,Max Drawdown Time To Recovery Days 3yr,Expense Ratio,Fund Manager,Inception Date,Pb Ratio,Pe Ratio,Returns Since Inception,Std 1 Yr,Std 3 Yr,Treynor Ratio 1 Yr,Treynor Ratio 3 Yr,Alpha 1 Yr,Alpha 3 Yr,Benchmark Name,Beta 1 Yr,Beta 3 Yr,Scheme Rolling Min 1 Yr,Scheme Rolling Negative 1 Yr,Scheme Rolling Negative 3 Yr,Scheme Rolling Negative 5 Yr,Scheme Rolling Neutral 1 Yr,Scheme Rolling Neutral 3 Yr,Scheme Rolling Neutral 5 Yr,Scheme Rolling Positive 1 Yr,Scheme Rolling Positive 3 Yr,Scheme Rolling Positive 5 Yr
Accuracap - Pico Power,Accuracap Consultancy Services Pvt Ltd,PMS,462.36,-3.3,21.4,25.8,-0.3,Equity,Equity: Mid & Small Cap,-0.23,0.81,-0.29,1.07,-24.55,29,121,-24.77,,,,"Raman Nagpal, Naresh Gupta",10-Oct-11,,,22.6,25.8,19.26,-3.94,13.59,-6.72,3.76,S&P BSE 500 Total Return Index,1.51,1.14,-31.56,25.01,3.81,0.91,3.14,0.74,0,71.85,95.45,99.09
AlfAccurate Advisors - AAA IOP,AlfAccurate Advisors,PMS,2187.85,1.67,17.37,21.57,1.36,Equity,Equity: Multi Cap,-0.22,0.88,-0.34,1.5,-16.01,79,152,-17.96,,,,Rajesh Kothari,23-Nov-09,7.83,34.94,18.22,13.91,12.74,-3.2,12.16,-3.5,1.7,S&P BSE 500 Total Return Index,0.94,0.92,-29.37,16.24,2.35,0,3.13,0.74,0,80.63,96.91,100
Credent - Growth Portfolio,Credent Asset Management,PMS,9.31,14.29,20.66,9.25,-2.33,Equity,Equity: Multi Cap,0.36,0.77,0.67,1.48,,,,,,,,Aditya Vikram Kanoria,7-Nov-17,0,0,2.3,23.95,17.95,8.84,24.7,-13.88,6,S&P BSE 500 Total Return Index,0.98,0.56,-30.48,49.16,19.41,11.78,3.51,0.25,12.89,47.33,80.34,75.33
Estee Advisors - Long Alpha,Estee Advisors Pvt Ltd,PMS,65.44,-0.17,24.75,25.54,1.97,Equity,Equity: Multi Cap,-0.22,0.99,-0.27,1.54,-18.31,29,121,-25.33,122,,,Sandeep Tyagi,1-Sep-18,,,21.09,19.06,18.43,-3.54,14.93,-4.84,5.66,S&P BSE 500 Total Return Index,1.19,1.23,-14.91,13.45,0,0,2.75,0,0,83.8,100,100
Karma - Wealth Builder,Karma Capital,PMS,318.56,1.35,19.83,24.73,0.83,Equity,Equity: Multi Cap,-0.18,0.88,-0.32,2.12,-14.03,60,121,-17.24,92,,,Rushabh Sheth,31-Dec-06,,,13.15,16.33,15.8,-2.83,13.09,-3.53,2.93,S&P BSE 500 Total Return Index,1.06,1.06,-53.88,33.68,14.23,1.78,1.41,2.13,0.04,64.91,83.65,98.18
LIC MF - Value Equity +,LIC Mutual Fund Asset Management Ltd,PMS,7.04,24.87,22.44,12.23,5.76,Equity,Equity: Large & Mid Cap,1.38,1.03,3.11,2.14,,,,,,,,Mr. Mahesh Bendre,17-May-13,4.02,26.22,10.2,11.64,13.92,16.07,16.18,7.51,1.98,S&P BSE 500 Total Return Index,1,0.89,-21.58,21.9,6.27,2.9,6.31,1.3,1.17,71.79,92.43,95.93
Nippon - Absolute Freedom - ABS,Nippon Life India Portfolio Management Pvt Ltd,PMS,8.58,10.2,18.39,20.74,6.15,Equity,Equity: Large Cap,0.39,0.96,0.58,1.69,-14.71,78,158,-17.67,115,197,,Varun Goel,24-Sep-04,4.1,41.83,14.84,13.18,12.81,6.02,13.25,4.74,2.73,S&P BSE 500 Total Return Index,0.86,0.93,-52.2,21.18,6.85,1.39,4.9,1.16,0.56,73.92,91.99,98.05
Nippon - High Conviction Equity - HCEP,Nippon Life India Portfolio Management Pvt Ltd,PMS,37.64,4.28,17.04,19.3,4.5,Equity,Equity: Multi Cap,-0.04,0.88,-0.05,1.71,-15.05,78,158,-17.4,238,,,Varun Goel,13-Mar-14,4.28,33.93,17.03,12.73,12.8,-0.53,12.03,-0.89,1.61,S&P BSE 500 Total Return Index,0.85,0.94,-21.37,20.9,1.81,0,6.69,0.35,0,72.41,97.84,100
Renaissance - Midcap Portfolio,Renaissance Investment Managers Pvt Ltd,PMS,141.78,-3.37,16.13,24.56,1.32,Equity,Equity: Mid Cap,-0.33,0.64,-0.46,1.06,-22.99,117,160,-26.36,,,,Pankaj Murarka,1-Jan-18,4.68,47.23,12.93,20.22,16.89,-4.56,9.77,-10.16,1.83,NIFTY 50 Total Return Index,1.47,1.11,-38.63,23.28,0,0,3.57,0,0,73.16,100,100
SMC Global - Growth,SMC Global Securities Ltd,PMS,152.57,0.88,14.98,19.47,4.61,Equity,Equity: Multi Cap,-0.12,0.58,-0.14,0.76,-24.58,82,161,-25.65,,,,Ayush Aggarwal,1-Oct-19,3.7,30.76,14.97,22,17.11,-1.92,9.2,-3.33,-1.19,S&P BSE 500 Total Return Index,1.37,1.07,-12.1,16.09,0,0,2.7,0,0,81.21,100,100
Spark - Core & Satellite,Spark Asia Impact Managers Private Limited(Formerly Spark Fund Managers Private Limited),PMS,371.48,-0.32,17.15,23.66,1.03,Equity,Equity: Flexi Cap,-0.41,0.84,-1.15,2.1,,,,,,,,P Krishnan,20-Jun-19,,,19.84,12.66,13.27,-5.28,12.36,-7.54,3.83,NIFTY 50 Total Return Index,0.99,0.9,,,,,,,,,,
Valentis Advisors - Rising Star,Valentis Advisors Pvt Ltd,PMS,968.84,-10.52,17.08,30.86,3,Equity,Equity: Small Cap,-0.69,0.62,-0.84,0.95,,,,,,,,Jyotivardhan Jaipuria,30-Sep-16,,,17.58,21.16,19.29,-11.1,10.96,-15.31,0.71,S&P BSE 500 Total Return Index,1.32,1.1,,,,,,,,,,
White Oak - India Pioneers Equity,White Oak Capital Management LLP,PMS,4073.35,4.2,13.2,17.8,1.8,Equity,Equity: Flexi Cap,-0.04,0.61,-0.07,1.08,-15.2,82,158,-16.86,115,,,White Oak Capital Management Consultants LLP,27-Sep-18,4.76,34.18,16.7,14.42,12.28,-0.6,8.45,-1.09,-1.66,S&P BSE 500 Total Return Index,0.98,0.89,-20.46,17.78,0,0,4.36,0,0,77.86,100,100
Karvy Capital - Demeter,Karvy Capital Ltd,PMS,73.59,6.24,6.73,7.3,1.09,Debt,Debt,0.69,0.17,,,,,4,-33.1,,144,,Debasis Dasgupta,1-Jul-14,,,11.15,0.61,30.82,2.25,-3.13,-0.44,14.88,CRISIL Credit Index,0.19,-1.72,-27.75,0.74,0.92,0,0,0,0,99.26,99.08,100
Scient - Aries,Scient Capital Pvt Ltd,PMS,10,-1.5,2.23,3.31,4.93,Debt,Debt,-0.18,0.08,-0.44,0.19,-23.26,274,274,-23.26,,,,Ramesh Rachuri,31-Aug-16,,,5.68,9.69,26.34,0.56,,12.7,,Crisil Aggrestive Credit Debt Term Index,-3.14,,-3.47,3.02,0,0,3.12,0,0,93.87,100,100
Geojit - Advantage Portfolio,Geojit Financial Services Ltd,PMS,1056.37,0.55,13.01,24.28,0.96,Equity,Equity: Mid & Small Cap,-0.23,0.48,-0.35,0.88,-21.45,117,196,-23.73,,,,PAWAN BANSHI PARAKH,13-Jun-03,,,21.44,18.26,15.34,-3.85,7.7,-4.7,-2.49,S&P BSE 500 Total Return Index,1.08,0.95,-51.88,25.59,12.4,1.83,3.62,0.8,0.33,70.79,86.8,97.84
Concept Investwell - Dynamic,Concept Investwell Pvt Ltd,PMS,6.29,-3.28,8.68,14.42,2.74,Equity,Equity: Multi Cap,-0.57,0.26,-0.65,0.31,-22.52,112,195,-27.3,,,,Hemant Desai,30-Sep-19,5.02,39.18,14.53,15.41,14.7,-9.42,3.99,-9.29,-5.99,S&P BSE 500 Total Return Index,0.94,0.95,-18.46,21.25,0,0,4.73,0,0,74.02,100,100
Morningstar - Active Balanced Portfolio,Morning Star Investment Advisors India Pvt Ltd,PMS,7.09,1.54,9.75,,1.85,Hybrid,Multi Asset,,,,,,,,,,,,"Dhaval Kapadia, Chintan Mehta",24-Apr-19,0,0,9.44,,,,,,,Active Balanced Composite,,,,,,,,,,,,
Morningstar - Active Aggressive Portfolio,Morning Star Investment Advisors India Pvt Ltd,PMS,27.09,0.96,12.72,,2.54,Hybrid,Multi Asset,,,,,,,,,,,,"Dhaval Kapadia, Chintan Mehta",18-Apr-19,0,0,-0.37,,,,,,,Active Aggressive Composite,,,,,,,,,,,,
Emkay Investments - Pearls,Emkay Investments,PMS,,-1.21,18.1,23.69,2.59,Equity,Equity: Mid Cap,-0.26,0.8,-0.38,1.18,-20.38,60,60,-20.38,,,,Sachin Shah,24-Apr-12,4.7,46.07,16.88,19.85,15.82,-5.79,13.84,4,3.35,S&P BSE 500 Total Return Index,0.89,0.91,-28.76,19.67,4.85,0,6.01,1.55,0,74.32,93.6,100
Envision Capital - India Opportunities,Envision Capital Services Private Limited,PMS,118.39,5.21,20.57,,7.43,Equity,Equity: Flexi Cap,0.06,0.94,0.06,1.34,-22.2,83,162,-25.1,188,,,Nilesh Shah,5-Apr-21,,,19.27,18.72,15.34,1,15.64,0.54,4.9,S&P BSE 500 Total Return Index,1.11,0.92,-5.4,3.52,0,,8.12,0,,88.36,100,
Abakkus - All Cap Approach,Abakkus Asset Manager Private Limited,PMS,7521.63,5.38,19.49,25.12,4.78,Equity,Equity: Multi Cap,0.05,0.99,0.08,1.52,-17.64,83,155,-20.45,115,240,,"Sunil Singhania, Aman Chowhan",29-Oct-20,3.67,28.88,25.56,16.97,13.34,0.79,14.23,0.32,3.63,S&P BSE 500 Total Return Index,1.15,0.93,-10.16,18.44,0,0,7.65,0,0,73.91,100,100
ValueQuest - Growth,Valuequest Investment Advisors Pvt. Ltd. ,PMS,1814.09,-2.69,21.38,25.77,3.12,Equity,Equity: Multi Cap,-0.37,0.92,-0.43,1.33,,,3,-8.16,,15,,Sameer Shah,7-Oct-10,,,17.84,18.31,16.46,-6.13,15.36,-7.35,4.98,S&P BSE 500 Total Return Index,1.11,0.99,-34.4,24.87,12.3,4.35,2.59,2.9,0.32,72.54,84.8,95.32
Guardian - Multicap,Guardian Asset Management Pvt Ltd,PMS,57.49,20.06,10.59,21.43,9.77,Equity,Equity: Multi Cap,0.84,0.27,2.21,0.49,,,,,,,,Kartik Damodar,22-May-19,3.28,21.66,14.72,13.68,14.4,15.83,4.21,-6.01,-4.19,S&P BSE 500 Total Return Index,0.73,0.92,-34.71,19.24,0,0,3.72,0,0,77.04,100,100
QRC PMS - Long Term Opportunities,QRC Investment Advisors LLP,PMS,45.97,2.47,27.4,11.17,-2.27,Equity,Equity: Multi Cap,-0.07,1.61,-0.17,4.04,,,,,,,,"Saurabh Shroff, Ayaz Motiwala",25-Jan-18,5.85,30.26,10.9,11.94,13.28,-7.05,25.53,2.5,6.21,NIFTY 50 Total Return Index,0.66,0.68,-23.38,20.83,0,0,11.59,0,0,67.58,100,100
Shepherd's Hill - Value Magno,Shepherd’s Hill Financial Advisors LLP,PMS,118.32,10.67,32.69,30,2.07,Equity,Equity: Flexi Cap,0.35,1.44,0.53,3.25,-12.53,60,60,-12.53,92,92,,Rishi Gupta,7-Jul-15,,,17.58,16.68,16.89,6.16,31.68,5.32,16.41,S&P BSE 500 Total Return Index,0.94,0.77,-47.74,29.49,23.85,0,2.73,1.16,0,67.78,74.99,100
Unique - Focused Fund,Unique Asset Management LLP,PMS,871.2,25.24,12.44,16.68,4.35,Equity,Equity: Flexi Cap,1.33,0.4,1.96,0.93,,,,,,,,Ketan Gopani,20-Dec-19,4.82,31.77,16.7,12.58,15.98,19.29,7.15,13.85,-0.4,S&P BSE 500 Total Return Index,0.87,0.89,-11.51,10.43,0,0,4.72,0,0,84.85,100,100
ATLAS - Midcap PMS Fund,Atlas Integrated Finance Limited,PMS,0.76,3.42,13.72,,0.05,Equity,Equity: Mid & Small Cap,-0.12,0.6,-0.28,1.21,-12.19,65,113,-16.04,94,155,,Nilesh Shah,14-May-21,2.59,27.48,9.76,12.79,13.6,-2.27,10.06,-1.88,-0.21,S&P BSE 500 Total Return Index,0.67,0.81,-17.51,31.81,0,,5.63,0,,62.56,100,
Green Lantern -  Alpha Fund,Green Lantern Capital LLP,PMS,53.8,2.1,31.35,35.15,2.28,Equity,Equity: Large & Mid Cap,-0.21,1.53,-0.4,3.82,-13.83,79,152,-16.37,98,,,"Abhishek Bhardwaj, Pradeep Gokhale",13-Feb-20,,,32.33,13.24,15.08,-3.23,23.78,-3.2,13.04,S&P BSE 500 Total Return Index,0.86,0.97,-6.57,4.88,0,0,2.79,0,0,92.34,100,100
Invasset - Growth Fund,Invasset LLP,PMS,370.96,-1.89,29.58,30.79,-4.08,Equity,Equity: Multi Cap,-0.48,0.94,-0.72,2.1,-10.28,61,270,-31.68,15,,,ANIRUDH GARG,8-Jan-20,,,28.64,13.93,24.87,-8.85,19.04,-7.13,10.75,S&P BSE 500 Total Return Index,0.76,1.23,-25,20.3,0,0,6.42,0,0,73.28,100,100
Fractal Capital - Wealth Builder,Fractal Capital Investments LLP,PMS,43.53,-0.59,24.69,,-3.66,Equity,Equity: Multi Cap,-0.34,1.27,-0.67,2.41,-15.98,117,164,-17.1,117,119,,"Miten Lathia, Sanjeev Goswami",15-Mar-21,4.5,24.5,19.33,15.33,13.84,-5.42,20.78,-5.64,8.84,S&P BSE 500 Total Return Index,0.95,0.84,-9.34,13.87,0,,4.97,0,,81.16,100,
QED Capital - Alphabets,QED Capital Advisors LLP,PMS,19.9,-7.07,17.34,,4.55,Equity,Equity: Mid & Small Cap,-0.7,0.66,-1.06,1.39,-19.88,152,274,-26.06,,,,Anish Teli,1-Apr-21,,,16.62,16.59,18.36,-14.38,12.83,-12.08,2.38,S&P BSE 500 Total Return Index,0.81,0.94,-16.46,37.94,0,,4.81,0,,57.25,100,
Shade - Value Fund,Shade Capital Private Limited,PMS,87.73,9.18,26.6,24.86,8.79,Equity,Equity: Multi Cap,0.25,0.99,52.99,1.18,-29.02,76,76,-29.02,232,232,,PAWAN KUMAR,23-Feb-12,4.88,42.53,18.23,26.28,20.4,4.6,18.21,5.77,8.76,S&P BSE 500 Total Return Index,1.41,1.11,-35.5,20.84,8.81,0.82,2.31,0.92,0,76.85,90.27,99.18
360 One - Phoenix PMS,360 ONE Asset Management,PMS,1869.9,-0.3,19.95,,0.45,Equity,Equity: Multi Cap,-0.34,1.01,-0.55,1.85,-16.79,117,155,-19.9,142,,,"Anup Maheshwari, Nishant vass",28-Jan-21,4.37,31.45,19.91,14.59,13.5,-5.18,14.09,-5.43,3.64,S&P BSE 500 Total Return Index,0.95,0.96,-8.94,6.85,0,,2.33,0,,90.82,100,
Tamohara - TRUFFLE,Tamohara Investment Managers,PMS,165.54,2.65,19.55,,3.56,Equity,Equity: Flexi Cap,-0.04,0.86,-0.05,1.67,-20.5,88,88,-20.5,,,,Harini Dedhia,23-Apr-21,4.97,33.63,19.12,17.33,15.82,-0.58,13.14,-3.42,5.19,NIFTY 50 Total Return Index,1.17,1.03,-8.54,6.99,0,,4.43,0,,88.59,100,
Trivantage Capital - Select Diversified Strategy,Trivantage Capital Management,PMS,4.78,31.63,14.99,,12.83,Equity,Equity: Multi Cap,1.69,0.53,4.74,1.15,,,,,,,,Nikhil Johri,18-May-20,4.28,33.85,29.48,12.85,15.63,24.9,8.45,8.93,-0.33,NIFTY 50 Total Return Index,0.73,0.96,-15.38,27.46,0,,1.32,0,,71.23,100,
AXIS SECURITIES PURE CONTRA,Axis Securities Ltd,PMS,2256.54,-2.06,20.76,,-0.67,Equity,Equity: Multi Cap,-0.36,0.85,-0.53,1.52,-19.99,79,212,-23.43,,,,"Naveen Kulkarni , Nishit Master",27-Nov-20,3.64,21.38,22.7,17.68,16.25,-5.39,12.44,-6.94,2.36,S&P BSE 500 Total Return Index,1.18,1.11,-12.06,9.13,0,,3.21,0,,87.67,100,
MOAT - UpperCrust Wealth Fund,MOAT Financial Services,PMS,113.57,3.45,25,,3.39,Equity,Equity: Multi Cap,0.06,0.91,0.09,1.35,-26.02,74,232,-27.09,122,,,Ramakrishnan TB,21-Jan-22,,,16.15,29.05,21.21,0.9,14.6,0.72,5.64,S&P BSE 500 Total Return Index,1.83,1.31,-14.57,16.95,0,,3.55,0,,79.51,100,
NJ - Dynamic ETF Allocation Portfolio Aggressive,NJ Asset Management Pvt Ltd.,PMS,385.09,13.4,11.58,9.07,8.7,Debt,Other: ETFs,,,,,,,,,,,,NJ Asset Management Pvt Ltd,12-Mar-18,25.52,0,8.74,,,,,,,NIFTY 50 Hybrid Composite debt 50:50 Index,,,-14.55,5.85,0,0,5.09,0,0,89.06,100,100
Phillip Capital - Emerging India Portfolio,Phillip Capital India Pvt Ltd,PMS,31.05,1.08,13.43,20.49,0.6,Equity,Equity: Mid & Small Cap,-0.15,0.54,-0.23,1,-20.69,120,174,-21.53,,,,Nishit Shah,9-Aug-17,9.09,49.89,13.27,19.04,15.45,-2.76,9.75,-3.43,-0.48,S&P BSE 500 Total Return Index,1.05,0.85,-19.58,23.89,0,0,6.59,0,0,69.52,100,100
Sundaram Alternate - VOYAGER,Sundaram Alternate Assets Ltd,PMS,174.59,15.57,18.83,23.34,7.35,Equity,Equity: Multi Cap,0.56,0.77,0.85,1.32,-18.67,95,95,-18.67,63,63,,Madanagopal Ramu,11-Oct-11,5.55,57.25,14.72,19.18,15.58,9.73,12.66,10.14,2.22,S&P BSE 500 Total Return Index,1.1,0.94,-32.88,25.16,9.8,0,3.42,0.97,0,71.41,89.23,100
Capgrow - Special Situations,CapGrow Capital Advisors LLP,PMS,148.03,3.03,17.6,26.32,-0.94,Equity,Equity: Multi Cap,0.07,0.7,0.09,1.1,-26.26,112,112,-26.26,,,,Arun Malhotra,31-Oct-18,,,17.89,24.55,19.25,1.32,12.95,1.07,2.74,S&P BSE 500 Total Return Index,1.34,1.04,-38.28,22.62,0,0,3.47,0,0,73.92,100,100
Centrum PMS - Build to Last,Centrum PMS,PMS,2.69,9.02,12.61,14.83,4.87,Equity,Equity: Large Cap,0.27,0.59,0.44,1.1,-14.12,113,190,-15.78,73,79,,Abul Fateh,29-Jul-19,4.97,32.54,11.88,13.4,11.46,4.27,8.32,3.23,-1.63,S&P BSE 500 Total Return Index,0.86,0.82,-12.55,13.79,0,0,5.05,0,0,81.17,100,100
2Point2 Capital - Long term Value,2Point2 Capital Advisors LLP,PMS,1730.45,15.8,25.1,25.8,3.1,Equity,Equity: Multi Cap,0.54,1.15,1.37,2.77,-9.62,91,121,-11.4,61,61,,"Amit Mantri, Savi Jain",20-Jul-16,,,20.6,19.76,15.69,10.12,21.58,10.12,9.44,S&P BSE 500 Total Return Index,1.05,0.84,-24.58,9.05,0,0,4.1,1.31,0,86.85,98.69,100
Accuracap - Alphagen,Accuracap Consultancy Services Pvt Ltd,PMS,50,-3,15.3,17.2,1.8,Equity,Equity: Multi Cap,-0.32,0.62,-0.38,0.78,-20.42,29,121,-23.63,,,,"Raman Nagpal, Naresh Gupta",31-Dec-15,,,13.2,20.69,15.55,-5.21,9.4,-7.37,-0.94,S&P BSE 500 Total Return Index,1.29,1.03,-19.03,26.46,3.72,0,4.74,2.44,0,68.8,93.84,100
Asit C Mehta - Ace Bespoke,Asit C Mehta Investment Interrmediates Ltd,PMS,4.4,9.42,20.78,23.84,4.19,Equity,Equity: Large Cap,0.3,1.02,0.39,1.7,-14.68,76,153,-17.84,97,136,,Prathmesh Agrawal,29-Dec-17,2.65,22.17,13.7,14.85,13.88,4.62,15.19,3.95,4.56,S&P BSE 500 Total Return Index,0.96,0.93,-32.58,18.57,0,0,6.56,0,0,74.87,100,100
Basant Maheswari - Equity Fund,Basant Maheshwari Wealth Advisers LLP,PMS,253.53,5.89,16.16,6.75,14.54,Equity,Equity: Multi Cap,,,,,,,,,,,,Basant Maheshwari,17-Feb-16,0,0,15.03,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Dalal & Broacha - Long Term Growth,Dalal & Broacha Portfolio Managers,PMS,1144.99,1.12,20.15,20.27,0.55,Equity,Equity: Multi Cap,-0.17,0.89,-0.21,1.28,,,,,,,,"Milind Karmarkar, Nawaz Sarfaraz",24-Aug-07,,,13.82,17.95,15.86,-2.8,14.54,-5.74,6.24,NIFTY 50 Total Return Index,1.12,0.97,,,,,,,,,,
Lakewater Advisors - India Growth,Lakewater Advisors Pvt Ltd,PMS,37.7,-1.14,8.11,15.31,4.2,Equity,Equity: Multi Cap,-0.43,0.23,-0.84,0.53,-17.24,152,142,-17.66,,69,,Pankaj Singhania,20-Jun-19,,,10.55,13.66,13.58,-5.55,3.45,-8.43,-4.17,NIFTY 50 Total Return Index,1.07,0.89,-28.16,27.6,1.14,0,3.67,1.06,0,68.72,97.8,100
Nippon - Emerging India - EIP,Nippon Life India Portfolio Management Pvt Ltd,PMS,32.16,4.8,21.83,25.52,5.14,Equity,Equity: Mid Cap,0.05,0.95,0.08,1.72,-21.15,79,79,-21.15,,,,Varun Goel,7-Apr-17,4.92,44.28,16.05,19.52,16.43,0.82,14.84,0.37,4.76,S&P BSE 500 Total Return Index,1.24,1.05,-23.48,25.75,6.63,0,5.68,0.79,0,68.57,92.58,100
Nippon - Indian Economic Transformation - ETP,Nippon Life India Portfolio Management Pvt Ltd,PMS,47.67,8.09,16.58,19.84,3.97,Equity,Equity: Multi Cap,0.23,0.82,0.36,1.45,-15.3,77,158,-18.24,116,238,,Varun Goel,22-Oct-18,4.01,43.48,16.35,14.04,13.09,3.68,11.45,2.82,1.06,S&P BSE 500 Total Return Index,0.89,0.94,-26.9,20.3,0,0,7.27,0,0,72.43,100,100
PGIM India - Phoenix Portfolio,PGIM India Asset Management Pvt Ltd,PMS,65.04,-7.96,14.61,23.91,-8.26,Equity,Equity: Mid & Small Cap,-0.6,0.56,-0.77,0.86,-22.24,77,77,-22.24,,,,Surjitt Singh Arora,1-Aug-16,5.05,24.4,13.07,20.15,17.02,-10.07,10.18,-14.81,1.93,NIFTY 50 Total Return Index,1.19,0.94,-38.93,27.9,15.41,0,2.85,0.74,0,69.24,83.84,100
SageOne - Core Portfolio,SageOne Investment Advisors,PMS,2975,37.21,27.05,21.76,9.75,Equity,Equity: Mid & Small Cap,1.44,0.98,4.02,1.9,,,,,,,,Samit Vartak,1-Jan-17,0,25.7,19.33,18.59,19.39,21.78,17.07,18.73,4.99,S&P BSE 500 Total Return Index,1.23,1.12,-28.59,38.33,6.5,0,2.27,0.28,0,59.4,93.22,100
Abans Growth and Momentum,Abans Investment Managers,PMS,137.99,-4.65,14.53,20.29,0.91,Equity,Equity: Multi Cap,-0.4,0.56,-0.5,0.8,-20.37,29,61,-24.77,,274,,Kaushik Dani,1-Jan-12,7.7,44.9,21.36,20.99,16.83,-6.46,8.67,-8.97,-1.78,S&P BSE 500 Total Return Index,1.29,1.08,-22.53,17.51,2.32,0,2.69,0.76,0,79.8,96.92,100
Solidarity Advisors - Prudence,Solidarity Advisors Pvt Ltd,PMS,1612.69,7.31,10.95,17.32,-0.12,Equity,Equity: Multi Cap,0.17,0.44,0.34,1.03,-12.61,112,193,-13.15,43,44,,Manish Gupta,11-May-16,3.6,31.82,16.82,13.12,12.8,2.71,7.71,1.79,-1.88,S&P BSE 500 Total Return Index,0.82,0.72,-21.52,16.15,0.04,0,2.62,0.04,0,81.23,99.92,100
Varanium - Large Cap Focused Fund,Varanium Capital Advisors Pvt Ltd,PMS,72.56,4.8,19.75,8.17,7.53,Equity,Equity: Large Cap,0.01,0.75,0.02,1.56,,,,,,,,T S Anantakrishnan,1-Nov-17,6.7,45.21,6.74,19.01,18.74,0.12,12.73,-18.33,-10.31,NIFTY 50 Total Return Index,1.52,1.16,-17.55,30.96,0,0,7.17,0,0,61.86,100,100
Capitalmind - Surge India,Capitalmind,PMS,845.4,2.34,23.58,25.71,0.05,Equity,Equity: Multi Cap,-0.06,0.99,-0.08,1.55,-19.24,29,182,-22.16,122,122,,Deepak Shenoy,2-Nov-17,,,12.75,21.06,17.4,-0.89,15.43,-4.62,8.2,NIFTY 50 Total Return Index,1.43,1.12,-23.75,28.44,8.21,0,4.85,0,0,66.71,91.79,100
Karvy Capital - Excel ,Karvy Capital Ltd,PMS,94.25,10.88,11.28,11.28,2.27,Debt,Debt,8.77,9.17,,,,,,,,,,Debasis Dasgupta,8-Nov-16,,,10.65,0.54,0.56,8.9,64.33,2.29,4.67,CRISIL Credit Index,0.53,0.08,9,0,0,0,0,0,0,100,100,100
Geojit - Freedom Portfolio,Geojit Financial Services Ltd,PMS,206.3,-0.53,7.43,15.35,3.19,Equity,Equity: Large & Mid Cap,-0.36,0.17,-0.81,0.36,-16.98,79,157,-21.15,,,,PAWAN BANSHI PARAKH,23-Nov-11,,,13.63,15.27,13.14,-4.65,2.27,-8.29,-5.88,NIFTY 50 Total Return Index,1.19,1.01,-28.86,18.57,3.53,0.61,4.15,0.45,0.24,77.28,96.02,99.14
Hanut - Fundamental Quant,Hanut Alternate Investments LLP,PMS,35.58,7.39,20.43,22.7,5.98,Equity,Equity: Multi Cap,0.17,1.04,0.4,2.56,-9.32,79,114,-15.28,69,79,,Arjun Singh,7-May-19,7.22,41.67,19.48,13.39,13.5,2.88,16.13,1.91,5.04,S&P BSE 500 Total Return Index,0.81,0.87,-26.91,21.7,0,0,1.55,0,0,76.76,100,100
Morningstar - Active Growth Portfolio,Morning Star Investment Advisors India Pvt Ltd,PMS,34.02,1.1,11.24,,2.01,Hybrid,Multi Asset,,,,,,,,,,,,"Dhaval Kapadia, Chintan Mehta",25-Apr-19,0,0,9.67,,,,,,,Active Growth Composite,,,,,,,,,,,,
Envision Capital - India Value Portfolio,Envision Capital Services Private Limited,PMS,52.57,4.9,26.8,6.2,3,Equity,Equity: Mid Cap,,,,,,,,,,,,Nilesh Shah,15-Sep-10,0,0,11.1,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Fort Capital - Value Fund,Fort Capital Investment Advisory Pvt Ltd,PMS,12.46,-3.19,12.65,27.57,-1.16,Equity,Equity: Small Cap,-0.31,0.44,-0.35,0.61,-24.97,125,125,-24.97,,,,Ishan Thakkar,9-Sep-18,2.3,22.48,15.24,21.49,18.28,-5.64,8.15,-7.24,-2.12,S&P BSE 500 Total Return Index,1.18,0.98,-38.12,19.87,0,0,1.92,0,0,78.22,100,100
KRChoksey - Alpha Invest,Drchoksey finserv private limited,PMS,,-6.86,10.1,17.16,0.11,Equity,Equity: Multi Cap,-0.22,0.48,-0.38,0.73,-20.05,119,190,-22.76,,,,Vaishali Pitale,21-Mar-07,,,5.54,20.03,14.48,-3.8,7.46,-4.92,-2.65,S&P BSE 500 Total Return Index,1.14,0.93,-65.44,41.17,25.21,14.79,3.45,0.51,1.81,55.38,74.29,83.4
NJ - Dynamic Stock Allocation Portfolio Conservative,NJ Asset Management Pvt Ltd.,PMS,0.91,0.67,,,1.38,Debt,Equity: Multi Cap,,,,,,,,,,,,NJ Asset Management Pvt Ltd,22-Jan-21,7.09,30.94,3.71,,,,,,,NIFTY 50 Total Return Index,,,-1.31,3.46,,,37.33,,,59.22,,
